indicator,country,year,value,region
Regulatory Quality: Estimate,Ghana,2007,-0.055811826,Western
Regulatory Quality: Estimate,Ghana,2008,-0.035545714,Western
Regulatory Quality: Estimate,Ghana,2009,0.090161107,Western
Regulatory Quality: Estimate,Ghana,2010,0.12386398,Western
Regulatory Quality: Estimate,Ghana,2011,0.131174833,Western
Regulatory Quality: Estimate,Ghana,2012,0.116533421,Western
Regulatory Quality: Estimate,Ghana,2013,0.068933904,Western
Regulatory Quality: Estimate,Ghana,2014,-0.03740783,Western
Regulatory Quality: Estimate,Guinea,1996,-0.705749214,Western
Regulatory Quality: Estimate,Guinea,1998,-0.510572374,Western
Regulatory Quality: Estimate,Guinea,2000,-0.604277551,Western
Regulatory Quality: Estimate,Guinea,2002,-1.013066888,Western
Regulatory Quality: Estimate,Guinea,2003,-0.981933355,Western
Regulatory Quality: Estimate,Guinea,2004,-0.941690981,Western
Regulatory Quality: Estimate,Guinea,2005,-1.056690812,Western
Regulatory Quality: Estimate,Guinea,2006,-1.202664018,Western
Regulatory Quality: Estimate,Guinea,2007,-1.220444798,Western
Regulatory Quality: Estimate,Guinea,2008,-1.200083613,Western
Regulatory Quality: Estimate,Guinea,2009,-1.126593709,Western
Regulatory Quality: Estimate,Guinea,2010,-1.080921054,Western
Regulatory Quality: Estimate,Guinea,2011,-1.002051711,Western
Regulatory Quality: Estimate,Guinea,2012,-1.019595265,Western
Regulatory Quality: Estimate,Guinea,2013,-1.008723974,Western
Regulatory Quality: Estimate,Guinea,2014,-1.097531557,Western
Regulatory Quality: Estimate,Guinea-Bissau,1996,-0.818210781,Western
Regulatory Quality: Estimate,Guinea-Bissau,1998,-1.33208704,Western
Regulatory Quality: Estimate,Guinea-Bissau,2000,-1.240201235,Western
Regulatory Quality: Estimate,Guinea-Bissau,2002,-1.021846056,Western
Regulatory Quality: Estimate,Guinea-Bissau,2003,-0.864385009,Western
Regulatory Quality: Estimate,Guinea-Bissau,2004,-1.084287763,Western
Regulatory Quality: Estimate,Guinea-Bissau,2005,-1.117548108,Western
Regulatory Quality: Estimate,Guinea-Bissau,2006,-0.970252633,Western
Regulatory Quality: Estimate,Guinea-Bissau,2007,-1.122541189,Western
Regulatory Quality: Estimate,Guinea-Bissau,2008,-1.202297807,Western
Regulatory Quality: Estimate,Guinea-Bissau,2009,-1.183547258,Western
Regulatory Quality: Estimate,Guinea-Bissau,2010,-1.13888371,Western
Regulatory Quality: Estimate,Guinea-Bissau,2011,-1.117191315,Western
Regulatory Quality: Estimate,Guinea-Bissau,2012,-1.239101768,Western
Regulatory Quality: Estimate,Guinea-Bissau,2013,-1.274464369,Western
Regulatory Quality: Estimate,Guinea-Bissau,2014,-1.27336657,Western
Regulatory Quality: Estimate,Kenya,1996,-0.374360383,Eastern
Regulatory Quality: Estimate,Kenya,1998,-0.345016003,Eastern
Regulatory Quality: Estimate,Kenya,2000,-0.299867064,Eastern
Regulatory Quality: Estimate,Kenya,2002,-0.171323255,Eastern
Regulatory Quality: Estimate,Kenya,2003,-0.264230043,Eastern
Regulatory Quality: Estimate,Kenya,2004,-0.262328684,Eastern
Regulatory Quality: Estimate,Kenya,2005,-0.233756036,Eastern
Regulatory Quality: Estimate,Kenya,2006,-0.169455186,Eastern
Regulatory Quality: Estimate,Kenya,2007,-0.229090557,Eastern
Regulatory Quality: Estimate,Kenya,2008,-0.204138845,Eastern
Regulatory Quality: Estimate,Kenya,2009,-0.133607715,Eastern
Regulatory Quality: Estimate,Kenya,2010,-0.074295238,Eastern
Regulatory Quality: Estimate,Kenya,2011,-0.207642034,Eastern
Regulatory Quality: Estimate,Kenya,2012,-0.310146868,Eastern
Regulatory Quality: Estimate,Kenya,2013,-0.312675506,Eastern
Regulatory Quality: Estimate,Kenya,2014,-0.336249858,Eastern
Regulatory Quality: Estimate,Lesotho,1996,-0.371828467,Southern
Regulatory Quality: Estimate,Lesotho,1998,-0.439909041,Southern
Regulatory Quality: Estimate,Lesotho,2000,-0.38660109,Southern
Regulatory Quality: Estimate,Lesotho,2002,-0.434144795,Southern
Regulatory Quality: Estimate,Lesotho,2003,-0.548686326,Southern
Regulatory Quality: Estimate,Lesotho,2004,-0.588619709,Southern
Regulatory Quality: Estimate,Lesotho,2005,-0.646042287,Southern
Regulatory Quality: Estimate,Lesotho,2006,-0.672148287,Southern
Regulatory Quality: Estimate,Lesotho,2007,-0.711158872,Southern
Regulatory Quality: Estimate,Lesotho,2008,-0.640878201,Southern
Regulatory Quality: Estimate,Lesotho,2009,-0.622573435,Southern
Regulatory Quality: Estimate,Lesotho,2010,-0.596762776,Southern
Regulatory Quality: Estimate,Lesotho,2011,-0.605471969,Southern
Regulatory Quality: Estimate,Lesotho,2012,-0.537228346,Southern
Regulatory Quality: Estimate,Lesotho,2013,-0.362691522,Southern
Regulatory Quality: Estimate,Lesotho,2014,-0.431536108,Southern
Regulatory Quality: Estimate,Liberia,1996,-1.982406616,Western
Regulatory Quality: Estimate,Liberia,1998,-2.112312078,Western
Regulatory Quality: Estimate,Liberia,2000,-1.77898252,Western
Regulatory Quality: Estimate,Liberia,2002,-1.743407249,Western
Regulatory Quality: Estimate,Liberia,2003,-1.693628073,Western
Regulatory Quality: Estimate,Liberia,2004,-1.879217744,Western
Regulatory Quality: Estimate,Liberia,2005,-1.553631783,Western
Regulatory Quality: Estimate,Liberia,2006,-1.371970057,Western
Regulatory Quality: Estimate,Liberia,2007,-1.199205518,Western
Regulatory Quality: Estimate,Liberia,2008,-1.335768104,Western
Regulatory Quality: Estimate,Liberia,2009,-1.191235662,Western
Regulatory Quality: Estimate,Liberia,2010,-1.053727031,Western
Regulatory Quality: Estimate,Liberia,2011,-1.094774961,Western
Regulatory Quality: Estimate,Liberia,2012,-1.052833319,Western
Regulatory Quality: Estimate,Liberia,2013,-0.919565976,Western
Regulatory Quality: Estimate,Liberia,2014,-0.836015761,Western
Regulatory Quality: Estimate,Madagascar,1996,-1.052159429,Eastern
Regulatory Quality: Estimate,Madagascar,1998,-0.822090447,Eastern
Regulatory Quality: Estimate,Madagascar,2000,-0.449872971,Eastern
Regulatory Quality: Estimate,Madagascar,2002,-0.275764644,Eastern
Regulatory Quality: Estimate,Madagascar,2003,-0.28848207,Eastern
Regulatory Quality: Estimate,Madagascar,2004,-0.315319479,Eastern
Regulatory Quality: Estimate,Madagascar,2005,-0.236876309,Eastern
Regulatory Quality: Estimate,Madagascar,2006,-0.168346792,Eastern
Regulatory Quality: Estimate,Madagascar,2007,-0.198562875,Eastern
Regulatory Quality: Estimate,Madagascar,2008,-0.31585604,Eastern
Regulatory Quality: Estimate,Madagascar,2009,-0.499364585,Eastern
Regulatory Quality: Estimate,Madagascar,2010,-0.557302713,Eastern
Regulatory Quality: Estimate,Madagascar,2011,-0.51929754,Eastern
Regulatory Quality: Estimate,Madagascar,2012,-0.576817751,Eastern
Regulatory Quality: Estimate,Madagascar,2013,-0.664333522,Eastern
Regulatory Quality: Estimate,Madagascar,2014,-0.724304795,Eastern
Regulatory Quality: Estimate,Malawi,1996,-0.290728301,Eastern
Regulatory Quality: Estimate,Malawi,1998,-0.227661133,Eastern
Regulatory Quality: Estimate,Malawi,2000,-0.220145196,Eastern
Regulatory Quality: Estimate,Malawi,2002,-0.506496012,Eastern
Regulatory Quality: Estimate,Malawi,2003,-0.459279329,Eastern
Regulatory Quality: Estimate,Malawi,2004,-0.521814942,Eastern
Regulatory Quality: Estimate,Malawi,2005,-0.475559831,Eastern
Regulatory Quality: Estimate,Malawi,2006,-0.522372246,Eastern
Regulatory Quality: Estimate,Malawi,2007,-0.475167692,Eastern
Regulatory Quality: Estimate,Malawi,2008,-0.478976518,Eastern
Regulatory Quality: Estimate,Malawi,2009,-0.441888779,Eastern
Regulatory Quality: Estimate,Malawi,2010,-0.575703084,Eastern
Regulatory Quality: Estimate,Malawi,2011,-0.701084614,Eastern
Regulatory Quality: Estimate,Malawi,2012,-0.714934766,Eastern
Regulatory Quality: Estimate,Malawi,2013,-0.696792424,Eastern
Regulatory Quality: Estimate,Malawi,2014,-0.693626881,Eastern
Regulatory Quality: Estimate,Mali,1996,-0.475401431,Western
Regulatory Quality: Estimate,Mali,1998,-0.234828368,Western
Regulatory Quality: Estimate,Mali,2000,-0.098842941,Western
Regulatory Quality: Estimate,Mali,2002,-0.458293259,Western
Regulatory Quality: Estimate,Mali,2003,-0.508660197,Western
Regulatory Quality: Estimate,Mali,2004,-0.463963598,Western
Regulatory Quality: Estimate,Mali,2005,-0.513732076,Western
Regulatory Quality: Estimate,Mali,2006,-0.43863681,Western
Regulatory Quality: Estimate,Mali,2007,-0.33895421,Western
Regulatory Quality: Estimate,Mali,2008,-0.396049678,Western
Regulatory Quality: Estimate,Mali,2009,-0.390640855,Western
Regulatory Quality: Estimate,Mali,2010,-0.479250968,Western
Regulatory Quality: Estimate,Mali,2011,-0.382561117,Western
Regulatory Quality: Estimate,Mali,2012,-0.42305997,Western
Regulatory Quality: Estimate,Mali,2013,-0.508308172,Western
Regulatory Quality: Estimate,Mali,2014,-0.55706656,Western
Regulatory Quality: Estimate,Mauritania,1996,-0.546055019,Western
Regulatory Quality: Estimate,Mauritania,1998,-0.58798188,Western
Regulatory Quality: Estimate,Mauritania,2000,-0.423915535,Western
Regulatory Quality: Estimate,Mauritania,2002,0.305870891,Western
Regulatory Quality: Estimate,Mauritania,2003,-0.076966129,Western
Regulatory Quality: Estimate,Mauritania,2004,-0.069140241,Western
Regulatory Quality: Estimate,Mauritania,2005,-0.375701725,Western
Regulatory Quality: Estimate,Mauritania,2006,-0.404049188,Western
Regulatory Quality: Estimate,Mauritania,2007,-0.439323068,Western
Regulatory Quality: Estimate,Mauritania,2008,-0.633915782,Western
Regulatory Quality: Estimate,Mauritania,2009,-0.671447754,Western
Regulatory Quality: Estimate,Mauritania,2010,-0.820404708,Western
Regulatory Quality: Estimate,Mauritania,2011,-0.771189928,Western
Regulatory Quality: Estimate,Mauritania,2012,-0.644868076,Western
Regulatory Quality: Estimate,Mauritania,2013,-0.669952452,Western
Regulatory Quality: Estimate,Mauritania,2014,-0.696470976,Western
Regulatory Quality: Estimate,Mauritius,1996,-0.020882165,Eastern
Regulatory Quality: Estimate,Mauritius,1998,0.39687717,Eastern
Regulatory Quality: Estimate,Mauritius,2000,0.584708691,Eastern
Regulatory Quality: Estimate,Mauritius,2002,0.551485717,Eastern
Regulatory Quality: Estimate,Mauritius,2003,0.579501271,Eastern
Regulatory Quality: Estimate,Mauritius,2004,0.422326028,Eastern
Regulatory Quality: Estimate,Mauritius,2005,0.438008189,Eastern
Regulatory Quality: Estimate,Mauritius,2006,0.540273547,Eastern
Regulatory Quality: Estimate,Mauritius,2007,0.506543458,Eastern
Regulatory Quality: Estimate,Mauritius,2008,0.788009167,Eastern
Regulatory Quality: Estimate,Mauritius,2009,0.869693339,Eastern
Regulatory Quality: Estimate,Mauritius,2010,0.897961855,Eastern
Regulatory Quality: Estimate,Mauritius,2011,0.849085569,Eastern
Regulatory Quality: Estimate,Mauritius,2012,0.983566463,Eastern
Regulatory Quality: Estimate,Mauritius,2013,0.926024795,Eastern
Regulatory Quality: Estimate,Mauritius,2014,1.000709295,Eastern
Regulatory Quality: Estimate,Mozambique,1996,-0.537818968,Eastern
Regulatory Quality: Estimate,Mozambique,1998,-0.291746914,Eastern
Regulatory Quality: Estimate,Mozambique,2000,-0.161998197,Eastern
Regulatory Quality: Estimate,Mozambique,2002,-0.308445871,Eastern
Regulatory Quality: Estimate,Mozambique,2003,-0.516237438,Eastern
Regulatory Quality: Estimate,Mozambique,2004,-0.470633119,Eastern
Regulatory Quality: Estimate,Mozambique,2005,-0.653950155,Eastern
Regulatory Quality: Estimate,Mozambique,2006,-0.547425807,Eastern
Regulatory Quality: Estimate,Mozambique,2007,-0.540956914,Eastern
Regulatory Quality: Estimate,Mozambique,2008,-0.447396427,Eastern
Regulatory Quality: Estimate,Mozambique,2009,-0.38674739,Eastern
Regulatory Quality: Estimate,Mozambique,2010,-0.390764475,Eastern
Regulatory Quality: Estimate,Mozambique,2011,-0.423444331,Eastern
Regulatory Quality: Estimate,Mozambique,2012,-0.459101379,Eastern
Regulatory Quality: Estimate,Mozambique,2013,-0.415159732,Eastern
Regulatory Quality: Estimate,Mozambique,2014,-0.393457264,Eastern
Regulatory Quality: Estimate,Namibia,1996,0.381041199,Southern
Regulatory Quality: Estimate,Namibia,1998,0.161468118,Southern
Regulatory Quality: Estimate,Namibia,2000,0.268451005,Southern
Regulatory Quality: Estimate,Namibia,2002,0.499248743,Southern
Regulatory Quality: Estimate,Namibia,2003,0.221162245,Southern
Regulatory Quality: Estimate,Namibia,2004,0.164985448,Southern
Regulatory Quality: Estimate,Namibia,2005,0.124430791,Southern
Regulatory Quality: Estimate,Namibia,2006,0.149285644,Southern
Regulatory Quality: Estimate,Namibia,2007,0.00057385,Southern
Regulatory Quality: Estimate,Namibia,2008,0.167510062,Southern
Regulatory Quality: Estimate,Namibia,2009,0.103099711,Southern
Regulatory Quality: Estimate,Namibia,2010,0.138197303,Southern
Regulatory Quality: Estimate,Namibia,2011,0.083386958,Southern
Regulatory Quality: Estimate,Namibia,2012,0.064922825,Southern
Regulatory Quality: Estimate,Namibia,2013,0.075325795,Southern
Regulatory Quality: Estimate,Namibia,2014,0.032662082,Southern
Regulatory Quality: Estimate,Niger,1996,-1.15930903,Western
Regulatory Quality: Estimate,Niger,1998,-0.692066669,Western
Regulatory Quality: Estimate,Niger,2000,-0.608830929,Western
Regulatory Quality: Estimate,Niger,2002,-0.710987329,Western
Regulatory Quality: Estimate,Niger,2003,-0.644989133,Western
Regulatory Quality: Estimate,Niger,2004,-0.581950366,Western
Regulatory Quality: Estimate,Niger,2005,-0.420825064,Western
Regulatory Quality: Estimate,Niger,2006,-0.49818486,Western
Regulatory Quality: Estimate,Niger,2007,-0.500312388,Western
Regulatory Quality: Estimate,Niger,2008,-0.424293965,Western
Regulatory Quality: Estimate,Niger,2009,-0.482445896,Western
Regulatory Quality: Estimate,Niger,2010,-0.510624528,Western
Regulatory Quality: Estimate,Niger,2011,-0.525233984,Western
Regulatory Quality: Estimate,Niger,2012,-0.607984006,Western
Regulatory Quality: Estimate,Niger,2013,-0.578046441,Western
Regulatory Quality: Estimate,Niger,2014,-0.661142349,Western
Regulatory Quality: Estimate,Nigeria,1996,-0.817115784,Western
Regulatory Quality: Estimate,Nigeria,1998,-0.925304055,Western
Regulatory Quality: Estimate,Nigeria,2000,-0.743449092,Western
Regulatory Quality: Estimate,Nigeria,2002,-1.226549149,Western
Regulatory Quality: Estimate,Nigeria,2003,-1.240218759,Western
Regulatory Quality: Estimate,Nigeria,2004,-1.322825074,Western
Regulatory Quality: Estimate,Nigeria,2005,-0.767681599,Western
Regulatory Quality: Estimate,Nigeria,2006,-0.887014747,Western
Regulatory Quality: Estimate,Nigeria,2007,-0.864333451,Western
Regulatory Quality: Estimate,Nigeria,2008,-0.780140698,Western
Regulatory Quality: Estimate,Nigeria,2009,-0.728482783,Western
Regulatory Quality: Estimate,Nigeria,2010,-0.713758111,Western
Regulatory Quality: Estimate,Nigeria,2011,-0.669414937,Western
Regulatory Quality: Estimate,Nigeria,2012,-0.722487867,Western
Regulatory Quality: Estimate,Nigeria,2013,-0.673475504,Western
Regulatory Quality: Estimate,Nigeria,2014,-0.818926096,Western
Regulatory Quality: Estimate,Rwanda,1996,-1.471558571,Eastern
Regulatory Quality: Estimate,Rwanda,1998,-1.117140055,Eastern
Regulatory Quality: Estimate,Rwanda,2000,-1.050805092,Eastern
Regulatory Quality: Estimate,Rwanda,2002,-0.745570719,Eastern
Regulatory Quality: Estimate,Rwanda,2003,-0.737094939,Eastern
Regulatory Quality: Estimate,Rwanda,2004,-0.658093691,Eastern
Regulatory Quality: Estimate,Rwanda,2005,-0.93503195,Eastern
Regulatory Quality: Estimate,Rwanda,2006,-0.624988317,Eastern
Regulatory Quality: Estimate,Rwanda,2007,-0.6358248,Eastern
Regulatory Quality: Estimate,Rwanda,2008,-0.50414753,Eastern
Regulatory Quality: Estimate,Rwanda,2009,-0.310249865,Eastern
Regulatory Quality: Estimate,Rwanda,2010,-0.180061102,Eastern
Regulatory Quality: Estimate,Rwanda,2011,-0.126388639,Eastern
Regulatory Quality: Estimate,Rwanda,2012,-0.100512594,Eastern
Regulatory Quality: Estimate,Rwanda,2013,0.001577609,Eastern
Regulatory Quality: Estimate,Rwanda,2014,0.181823254,Eastern
Regulatory Quality: Estimate,Sao Tome and Principe,1996,-0.682175934,Central
Regulatory Quality: Estimate,Sao Tome and Principe,1998,-1.159546733,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2000,-0.796577752,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2002,-0.521369159,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2003,-0.636972189,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2004,-0.841091275,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2005,-0.871991277,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2006,-0.660555303,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2007,-0.748280346,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2008,-0.712494969,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2009,-0.758964598,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2010,-0.858823717,Central
Regulatory Quality: Estimate,Sao Tome and Principe,2011,-0.739272356,Central
